word,vector
title,"[2.2608042e-04 2.1134615e-03 9.8293626e-01 1.2254715e-04 6.6517603e-01
 4.1097403e-05 9.9309850e-01 9.7395915e-01 2.3850024e-02 3.0268133e-03
 9.8133934e-01 9.8252666e-01 5.2613318e-03 2.9774022e-01 7.4040890e-03
 9.2974985e-01 3.7277043e-03 3.2793808e-01 4.8404932e-04 8.3863461e-01
 9.9824667e-01 9.9647629e-01 9.9912149e-01 1.3719797e-02 9.9313933e-01]"
role,"[1.2215972e-03 5.9019566e-02 9.8575699e-01 1.2235910e-02 7.7186763e-01
 1.3589859e-04 9.9988097e-01 9.8566353e-01 4.2105365e-01 1.4227748e-02
 9.9891275e-01 9.3548650e-01 4.8612148e-02 3.4408996e-01 1.2705922e-02
 9.1409886e-01 1.3936758e-03 2.8672034e-01 5.1262975e-04 7.7866685e-01
 9.9440384e-01 9.6764129e-01 9.9840081e-01 1.6210923e-01 9.8382759e-01]"
model,"[8.2302094e-04 5.3080440e-02 9.8259652e-01 3.5131276e-03 5.9226215e-01
 2.8175116e-04 9.9987483e-01 9.9369109e-01 1.3238928e-01 5.9598982e-03
 9.9854338e-01 9.5201665e-01 4.2842031e-02 2.9063791e-01 3.5894215e-02
 8.9682817e-01 7.4631870e-03 2.1806568e-01 8.4277987e-04 6.2496400e-01
 9.8576927e-01 9.8750675e-01 9.9509686e-01 1.1833343e-01 9.3191457e-01]"
flour,"[1.6895235e-03 1.3301700e-02 9.8805201e-01 1.1714995e-03 8.7139761e-01
 7.9005957e-05 9.8126334e-01 9.6749091e-01 9.1968268e-02 4.6679080e-03
 9.9163783e-01 9.8673582e-01 1.4880657e-02 4.4779724e-01 2.9423833e-04
 8.4625381e-01 2.3871660e-05 6.6341889e-01 6.9618225e-05 7.6460832e-01
 9.9778318e-01 9.8953581e-01 9.9965525e-01 1.3673079e-01 9.8277074e-01]"
sugar,"[5.29915094e-04 1.20103955e-02 9.93166089e-01 8.75085592e-04
 9.34808373e-01 1.09225512e-04 9.96939421e-01 8.71074021e-01
 6.69298470e-02 4.23380733e-03 9.93715703e-01 9.66225147e-01
 2.03795731e-02 6.18242919e-01 3.68833542e-04 6.94098532e-01
 2.09718943e-04 5.13780415e-01 4.97996807e-05 7.49386430e-01
 9.91300642e-01 9.87668872e-01 9.99358535e-01 7.73118138e-02
 9.88403380e-01]"
three,"[2.7471185e-03 3.3165812e-03 9.8465890e-01 1.3491213e-03 6.5453869e-01
 3.0124187e-04 9.9513543e-01 7.8916585e-01 8.9756936e-02 1.9173920e-03
 9.9339080e-01 9.8987877e-01 4.7397316e-03 6.0612100e-01 9.9453330e-04
 9.6325386e-01 1.9073486e-04 2.2999308e-01 1.5854836e-05 7.2537160e-01
 9.9774742e-01 9.8437405e-01 9.9897289e-01 7.2474241e-02 9.6757674e-01]"
deaths,"[5.1862001e-04 6.9975853e-03 9.9049795e-01 5.0586462e-04 2.9911894e-01
 4.2110682e-05 9.9236929e-01 9.3490857e-01 1.5766579e-01 7.8710914e-04
 9.9809587e-01 9.8861313e-01 7.6786578e-03 6.5677726e-01 8.8047981e-04
 9.9041104e-01 2.6440620e-04 3.3253169e-01 1.5437603e-05 6.8923646e-01
 9.7216153e-01 9.8872954e-01 9.9879086e-01 8.5389346e-02 9.2168009e-01]"
weekend,"[2.1121800e-03 1.4638633e-02 9.9607980e-01 3.0955672e-04 6.1146730e-01
 1.3829768e-03 9.9551010e-01 8.7775707e-01 1.9649878e-01 1.7218947e-02
 9.9100381e-01 8.1324488e-01 3.3641696e-02 5.2479291e-01 1.6829371e-04
 8.6936903e-01 1.8373132e-04 3.0364659e-01 3.4421682e-05 9.7340143e-01
 9.8621202e-01 9.9595678e-01 9.9984598e-01 4.0530533e-02 9.9834192e-01]"
totally,"[1.39376521e-03 5.48198819e-03 9.82940555e-01 1.24931335e-04
 1.33210778e-01 2.61911750e-03 9.86733556e-01 9.27467704e-01
 1.25486910e-01 1.34499073e-02 9.79524493e-01 9.29359794e-01
 1.06752515e-02 3.19790900e-01 1.43140554e-03 9.35178399e-01
 1.24317408e-03 3.24094653e-01 1.40488148e-04 9.08345282e-01
 9.84800816e-01 9.89083409e-01 9.98155475e-01 2.30207741e-02
 9.78843093e-01]"
relate,"[3.4704208e-03 6.7782313e-02 9.8152447e-01 4.1657686e-04 3.4254920e-01
 1.9881576e-02 9.7155726e-01 7.1798694e-01 7.6914102e-02 5.3747445e-02
 9.7525859e-01 9.1583562e-01 3.7841171e-02 2.2487396e-01 5.7584047e-04
 9.4426465e-01 4.6709180e-04 4.8526543e-01 1.9490719e-05 9.1785985e-01
 9.8562801e-01 9.7702682e-01 9.9959886e-01 8.4664434e-02 9.9215007e-01]"
hurts,"[2.34663486e-04 2.04552114e-02 9.48345065e-01 2.12134123e-02
 5.65305889e-01 6.69360161e-05 9.99190450e-01 9.52411175e-01
 7.31705427e-02 1.84440613e-03 9.19919729e-01 9.34556663e-01
 2.93739140e-02 5.49052238e-01 6.82115555e-04 3.89255464e-01
 1.13061070e-03 2.79781342e-01 1.02341175e-04 7.39387691e-01
 9.96569932e-01 9.67751503e-01 9.99600828e-01 1.91467851e-01
 9.70902264e-01]"
biracial,"[1.2625456e-03 6.2582582e-02 9.8950374e-01 1.0818243e-04 5.2591717e-01
 1.3577938e-03 9.7785771e-01 9.1722238e-01 8.0190569e-02 4.6432316e-03
 9.8887098e-01 9.4658834e-01 1.9587308e-02 2.7741000e-01 1.2972951e-04
 6.2709939e-01 2.8163195e-05 6.2757099e-01 4.3809414e-06 9.4864225e-01
 9.8960435e-01 9.9794257e-01 9.9792123e-01 1.7450273e-02 9.6657908e-01]"
afroamerican,"[9.2008710e-04 1.3141975e-01 9.7736001e-01 1.1579692e-03 6.2323087e-01
 2.3846924e-03 9.9786663e-01 8.3380580e-01 1.3343444e-01 1.4811158e-03
 9.7989380e-01 9.7213709e-01 4.3910921e-02 2.3258585e-01 8.8879466e-04
 8.4146315e-01 7.8406930e-04 6.5593886e-01 2.1457672e-05 8.3671206e-01
 9.9881911e-01 9.7180283e-01 9.9752259e-01 2.3815721e-02 9.6953225e-01]"
huh,"[4.6634674e-04 9.4136298e-03 9.3898499e-01 1.3625920e-03 2.4861854e-01
 1.0210276e-04 9.9890798e-01 9.2422462e-01 1.6020516e-01 8.4096193e-04
 9.9144995e-01 9.4356495e-01 1.4062852e-02 5.1357663e-01 3.5434961e-04
 8.9869523e-01 9.7027421e-04 1.0471213e-01 5.0771236e-04 7.4202073e-01
 9.9374080e-01 9.5492923e-01 9.9937093e-01 1.5514880e-01 9.7806370e-01]"
moves,"[9.7572803e-05 1.0250509e-03 9.7046244e-01 1.0610521e-03 5.0609958e-01
 1.0728836e-05 9.9176347e-01 9.6131933e-01 5.3657979e-02 1.3890564e-03
 9.3081450e-01 9.3984365e-01 8.4601641e-03 6.7514718e-01 1.2843907e-03
 8.5176516e-01 4.4369698e-04 3.8916513e-01 5.1805377e-04 9.0541649e-01
 9.9271548e-01 9.8766124e-01 9.9945009e-01 1.4376169e-01 9.7041506e-01]"
lurking,"[1.2972951e-04 1.4456809e-03 9.7564137e-01 4.5201182e-04 6.4953244e-01
 6.2286854e-06 9.9540126e-01 9.5765972e-01 7.3823005e-02 7.4636936e-04
 9.9049360e-01 9.7572386e-01 6.2289536e-03 6.8243182e-01 2.0926297e-03
 9.5841545e-01 1.8131435e-03 3.4198132e-01 2.7737021e-04 8.8644707e-01
 9.9231660e-01 9.9185979e-01 9.9857259e-01 2.3441434e-02 9.7052002e-01]"
mama,"[9.60648060e-04 2.77988613e-02 9.92936552e-01 9.00179148e-04
 5.38191140e-01 2.11420655e-03 9.98538136e-01 3.47794056e-01
 1.18650526e-01 2.24691629e-03 9.98039126e-01 8.41236711e-01
 1.56926513e-02 7.17107534e-01 1.75923109e-04 9.01182294e-01
 1.38846040e-03 6.61934137e-01 1.01327896e-05 7.34754264e-01
 9.86259222e-01 9.96191740e-01 9.99719262e-01 3.15421522e-02
 9.98285055e-01]"
creeper,"[7.3252022e-03 7.2917134e-02 9.9033517e-01 4.6417415e-03 5.7842070e-01
 2.3549795e-04 9.9629617e-01 6.5533328e-01 4.8505759e-01 1.8453300e-02
 9.9616480e-01 9.5073462e-01 3.8939714e-03 8.2195175e-01 7.4687600e-04
 9.4253743e-01 1.0287166e-03 2.4064973e-01 9.1254711e-05 7.4413675e-01
 9.9659705e-01 9.9003416e-01 9.9956769e-01 1.1055702e-01 9.9354279e-01]"
cuff,"[6.6108704e-03 6.4959198e-02 9.9382758e-01 2.1907687e-03 3.6991924e-01
 2.4947524e-04 9.9346805e-01 8.5144335e-01 4.2336690e-01 1.9933820e-02
 9.9564373e-01 9.5357639e-01 2.9898882e-03 7.4103028e-01 1.7430484e-03
 9.4576252e-01 9.9879503e-04 2.9455179e-01 2.7042627e-04 7.0405060e-01
 9.9687982e-01 9.9408889e-01 9.9945837e-01 9.9467129e-02 9.9056196e-01]"
defense,"[6.2653422e-04 2.3909122e-02 9.8917496e-01 3.2798350e-03 5.5286527e-01
 5.7276487e-03 9.9775934e-01 8.9291102e-01 1.0953063e-01 8.3621144e-03
 9.8333681e-01 9.1962624e-01 3.3745289e-02 3.2897708e-01 2.4980605e-03
 8.3160746e-01 1.2148142e-02 4.0087315e-01 2.1395087e-04 9.6070522e-01
 9.8492122e-01 9.9545324e-01 9.9781287e-01 2.7561754e-02 9.9188602e-01]"
jelly,"[4.61071730e-04 4.35432792e-03 9.87107754e-01 1.43128633e-03
 8.73447895e-01 2.15470791e-05 9.92449999e-01 9.89100695e-01
 1.01733148e-01 2.06813216e-03 9.93281066e-01 9.70113635e-01
 6.55731559e-03 5.66338897e-01 2.49439478e-03 8.51290226e-01
 7.55339861e-04 4.14973617e-01 1.38193369e-04 8.47538352e-01
 9.96631026e-01 9.96234238e-01 9.99651968e-01 1.10794246e-01
 9.89510179e-01]"
bean,"[8.3747506e-04 4.0121377e-03 9.7918552e-01 7.5924397e-04 8.5292864e-01
 9.8288059e-05 9.9013919e-01 9.9443489e-01 1.0404134e-01 2.6755929e-03
 9.9164790e-01 9.6524185e-01 9.9174976e-03 4.6911994e-01 2.2817552e-03
 9.2259324e-01 9.7724795e-04 3.7611121e-01 2.6527047e-04 8.9156628e-01
 9.9494851e-01 9.9694681e-01 9.9959630e-01 9.7631603e-02 9.9250680e-01]"
effin,"[1.3941526e-04 1.6262531e-02 9.9331367e-01 1.0949373e-04 4.2760852e-01
 7.3909760e-05 9.9746448e-01 9.8337555e-01 3.3237189e-02 1.1081576e-02
 9.7232682e-01 9.5301539e-01 4.7941804e-03 3.4404752e-01 6.7842007e-04
 9.2679381e-01 4.5925379e-05 5.7952774e-01 1.2099743e-05 8.9846265e-01
 9.9625409e-01 9.9979937e-01 9.9893302e-01 2.1540731e-02 9.9556267e-01]"
boi,"[1.3998449e-03 8.0029815e-02 9.8523915e-01 2.6163757e-03 2.5145054e-01
 2.9921532e-05 9.9777138e-01 9.3661827e-01 3.6281794e-02 9.5924735e-03
 9.9315941e-01 9.8587251e-01 3.6576897e-02 2.4470618e-01 2.8473139e-04
 9.1588306e-01 8.2224607e-05 6.1357027e-01 4.0531158e-05 6.9224674e-01
 9.9879396e-01 9.9724919e-01 9.9830663e-01 5.2640796e-02 9.8670435e-01]"
eye,"[2.3847520e-03 2.3776889e-03 9.7535086e-01 3.1420887e-03 3.4633461e-01
 5.8084726e-05 9.9773788e-01 9.8441219e-01 9.2875987e-02 4.9803853e-03
 9.7171032e-01 9.4164157e-01 8.8848472e-03 1.5356976e-01 3.4061670e-03
 7.0519066e-01 4.1264296e-04 5.1039571e-01 1.9550323e-04 8.7806976e-01
 9.9887884e-01 9.9399936e-01 9.9637818e-01 1.5961707e-02 9.9251747e-01]"
whoop,"[3.2696128e-04 1.9159943e-02 9.7690481e-01 4.4953823e-04 7.7636713e-01
 6.0170889e-05 9.9928355e-01 9.8231739e-01 5.9952319e-02 1.3390183e-03
 9.9398166e-01 9.5141470e-01 1.9846052e-02 3.0327690e-01 7.5370073e-04
 9.9336970e-01 1.1323988e-03 3.1465161e-01 1.9639730e-05 8.0016047e-01
 9.9766529e-01 9.9816883e-01 9.9950957e-01 6.2370002e-03 9.8653865e-01]"
butt,"[6.3708425e-04 1.7215580e-02 9.8402762e-01 4.0921569e-04 8.7775469e-01
 4.3332577e-05 9.8482740e-01 9.4949400e-01 8.0478936e-02 4.0664375e-03
 9.8280239e-01 9.9137807e-01 5.0137937e-03 7.4221498e-01 4.9500167e-03
 9.7207236e-01 4.4953823e-04 4.3931702e-01 1.0687113e-04 7.2997129e-01
 9.9347866e-01 9.9914259e-01 9.9593639e-01 1.4567733e-02 9.7690141e-01]"
withered,"[6.3274205e-03 1.7692608e-01 9.6694326e-01 6.3884258e-04 2.2930661e-01
 9.8123550e-03 9.9338752e-01 9.3883550e-01 1.7286813e-01 9.8674595e-03
 9.9780416e-01 8.2159543e-01 1.1898249e-02 7.4976176e-02 5.0902367e-04
 9.4819301e-01 1.7494261e-03 2.5732207e-01 7.2717667e-06 8.4064877e-01
 9.7839200e-01 9.9607420e-01 9.9972993e-01 9.7514331e-02 9.9131417e-01]"
avenged,"[4.9495697e-04 1.0056612e-01 9.8160172e-01 7.4365735e-04 3.6845100e-01
 1.5664697e-03 9.9759799e-01 9.7142458e-01 3.0766779e-01 8.8658929e-03
 9.9771738e-01 9.5751828e-01 1.3999790e-02 2.2991949e-01 4.2850971e-03
 9.5296514e-01 6.3243210e-03 5.2813351e-01 6.7353249e-05 8.7009680e-01
 9.9205840e-01 9.8556536e-01 9.9894893e-01 4.5364916e-02 9.8763686e-01]"
trolls,"[1.5570819e-03 5.0737143e-02 8.0163622e-01 2.5299191e-04 3.1629705e-01
 5.0473213e-04 9.8913282e-01 6.2547106e-01 3.3162534e-03 1.0614991e-03
 9.9233264e-01 9.8733008e-01 4.1380823e-03 3.2960773e-01 8.1301630e-03
 8.7457001e-01 5.9410334e-03 3.7142876e-01 8.0168247e-06 2.9811662e-01
 9.9948925e-01 9.9351251e-01 9.9470139e-01 3.7691593e-03 9.6342802e-01]"
valid,"[3.0598044e-04 6.1384737e-03 9.9764001e-01 6.8240464e-03 5.0029129e-01
 1.0135770e-04 9.9862385e-01 5.2587771e-01 3.0940825e-01 3.2840073e-03
 9.5852315e-01 9.7664952e-01 4.2189360e-03 7.6229477e-01 3.1569600e-04
 8.6957371e-01 3.2654405e-04 1.6315705e-01 2.7924776e-05 8.6826456e-01
 9.9841595e-01 9.9615669e-01 9.9928027e-01 4.1974247e-02 9.5787144e-01]"
obese,"[5.8177114e-04 9.8412335e-03 9.7494125e-01 7.3382258e-04 5.9742284e-01
 4.9721599e-03 9.8493469e-01 8.1925958e-01 1.0021946e-01 9.0049207e-03
 9.0807092e-01 9.0749407e-01 1.0830164e-03 4.7241294e-01 3.6914647e-03
 9.8183548e-01 5.0437450e-04 1.3953447e-01 3.6805868e-04 7.4039090e-01
 9.9262351e-01 9.9869359e-01 9.9903113e-01 1.5213448e-01 9.5813203e-01]"
eat,"[3.5849214e-04 5.5228770e-03 9.8565668e-01 3.3960044e-03 7.6835757e-01
 5.4121017e-05 9.9698722e-01 9.5751643e-01 2.7533770e-02 1.0435671e-02
 9.9618584e-01 9.5263529e-01 2.5844276e-02 1.4861777e-01 2.2491813e-04
 9.0973711e-01 3.5476685e-04 8.6417317e-02 6.4849854e-05 9.3600315e-01
 9.9781138e-01 9.8388231e-01 9.9991488e-01 2.3953664e-01 8.8071144e-01]"
remarks,"[3.6644936e-04 8.0257952e-02 9.8321652e-01 2.2763014e-04 7.4562806e-01
 1.9664764e-03 9.9456674e-01 8.2823253e-01 1.8982434e-01 1.4326125e-02
 8.7706470e-01 8.7194782e-01 9.2238188e-04 4.9573988e-01 8.7872148e-04
 8.2946682e-01 1.9976199e-03 3.2081458e-01 1.7106533e-04 7.0108622e-01
 9.8754811e-01 9.9934256e-01 9.8578280e-01 7.7414513e-02 9.3893331e-01]"
handsome,"[2.3785233e-04 8.3256960e-03 9.9295270e-01 1.1692345e-03 6.4060283e-01
 4.5794249e-04 9.9897945e-01 9.8034948e-01 8.1815273e-02 3.8199723e-03
 9.8363000e-01 9.3806398e-01 1.9579202e-02 4.0114453e-01 2.6697814e-03
 7.7832866e-01 2.1896660e-03 4.9823180e-01 3.0222535e-04 9.5870739e-01
 9.9894065e-01 9.9749130e-01 9.8356831e-01 2.4343133e-03 9.4873059e-01]"
eww,"[4.20063734e-04 1.74673498e-02 9.67690051e-01 1.86052918e-03
 2.35687703e-01 3.25325131e-03 9.97460902e-01 8.77560139e-01
 4.98203337e-02 8.61909986e-03 9.82944429e-01 8.84063721e-01
 2.55061984e-02 2.00602174e-01 1.05562806e-03 9.24601674e-01
 7.90655613e-04 5.16596437e-01 1.16974115e-04 8.89206648e-01
 9.89432573e-01 9.98876214e-01 9.92318869e-01 7.85449147e-03
 9.76206064e-01]"
ina,"[1.76072121e-04 2.42987275e-03 9.94020343e-01 2.83211470e-04
 7.14596093e-01 7.39097595e-06 9.99300122e-01 9.90969419e-01
 1.29977465e-02 3.84411216e-03 9.97554600e-01 9.78511333e-01
 1.63865983e-02 6.02459073e-01 1.35481358e-03 7.95713663e-01
 1.67113543e-03 2.74427682e-01 1.43724680e-03 7.35356390e-01
 9.93187129e-01 9.92280841e-01 9.99549866e-01 9.96334553e-02
 9.88095462e-01]"
yu,"[1.9183755e-04 2.8750002e-03 9.9020362e-01 7.1534514e-04 6.0937029e-01
 6.7949295e-06 9.9918771e-01 9.8409289e-01 9.0965331e-03 2.3252070e-03
 9.9715120e-01 9.6961820e-01 3.3560514e-02 6.1498934e-01 4.8643351e-04
 9.0773320e-01 1.1193156e-03 3.0108339e-01 1.2072027e-03 6.6592133e-01
 9.8944795e-01 9.8848140e-01 9.9974805e-01 7.6380491e-02 9.8981553e-01]"
glenn,"[2.4583936e-04 2.0299435e-02 9.7099781e-01 3.7252903e-05 6.7519003e-01
 8.3744526e-04 9.9712676e-01 8.9880288e-01 8.9982152e-03 4.6554208e-04
 9.6456575e-01 9.4358891e-01 2.9077232e-03 4.8718154e-01 1.4805794e-04
 7.1394545e-01 8.2850456e-04 2.6783830e-01 1.9103289e-05 8.1977224e-01
 9.9894226e-01 9.9969983e-01 9.9262285e-01 4.7943890e-03 9.8069692e-01]"
proper,"[1.2889504e-04 1.5158296e-02 9.0822238e-01 1.4852285e-03 1.5886384e-01
 2.5719404e-05 9.2838722e-01 7.1665919e-01 7.6537132e-03 1.4141202e-03
 9.8271811e-01 9.4755614e-01 4.8076510e-03 2.4202082e-01 8.3919168e-03
 9.8420763e-01 2.4118721e-03 3.6701369e-01 1.8295646e-04 4.7469944e-01
 9.9420935e-01 9.9293208e-01 9.9839509e-01 1.1530489e-02 9.7615623e-01]"
translators,"[4.1961670e-05 1.6493082e-02 8.9879525e-01 1.0437071e-03 2.0776007e-01
 4.4524670e-05 9.7006702e-01 7.6125652e-01 7.0749223e-03 2.1869838e-03
 9.8152709e-01 9.6555459e-01 4.2695999e-03 1.8685964e-01 9.0448558e-03
 9.8421764e-01 4.2645931e-03 3.7712190e-01 3.3435225e-04 3.2493299e-01
 9.9060059e-01 9.8332775e-01 9.9913454e-01 1.7986894e-02 9.7812152e-01]"
germans,"[8.85966420e-03 9.70959365e-02 9.91931260e-01 3.82259488e-03
 8.54025126e-01 3.84974480e-03 9.83634949e-01 8.89012814e-01
 1.04539424e-01 3.29894125e-02 9.97126698e-01 9.45138931e-01
 2.78953612e-02 4.18414623e-01 4.36028838e-03 8.09869230e-01
 1.51523650e-02 2.51621127e-01 8.20934772e-04 7.08781362e-01
 9.92382169e-01 9.86463547e-01 9.98549938e-01 1.22348636e-01
 9.54296052e-01]"
quit,"[1.9669533e-04 3.4864396e-02 9.8289108e-01 1.6913116e-03 9.3636507e-01
 9.3579292e-06 9.9566311e-01 9.2882454e-01 2.8108805e-02 1.8482208e-03
 9.9846560e-01 9.8591363e-01 7.9934895e-03 6.7264903e-01 6.7305863e-03
 9.2020214e-01 6.7411065e-03 2.6859331e-01 3.1164289e-04 7.8051341e-01
 9.9667203e-01 9.8582721e-01 9.9924552e-01 1.8893182e-02 9.7879463e-01]"
blaming,"[5.3140521e-04 1.9435734e-02 9.8197222e-01 5.0720572e-04 7.0356590e-01
 2.8371811e-05 9.9757183e-01 9.7412610e-01 5.4742694e-03 2.1631122e-03
 9.9851942e-01 9.8205566e-01 9.7310841e-03 5.5173349e-01 8.5523725e-03
 7.7659893e-01 2.2675693e-03 2.7433807e-01 1.6734004e-04 6.0590047e-01
 9.9547064e-01 9.9727732e-01 9.9955285e-01 2.6433825e-02 9.8781669e-01]"
committed,"[6.6071749e-05 2.6447952e-02 9.2383981e-01 6.8193674e-04 7.3432970e-01
 5.2639842e-04 9.9470806e-01 8.7793398e-01 3.9826035e-03 3.7643313e-03
 9.7156811e-01 9.7797155e-01 3.4934878e-03 8.9550751e-01 6.6256523e-03
 8.0710065e-01 6.5821409e-04 3.8968423e-01 5.0097704e-05 5.4990524e-01
 9.9701881e-01 9.8202801e-01 9.9973887e-01 5.4514319e-02 9.9396098e-01]"
happening,"[6.6921711e-03 4.0130317e-03 9.9712080e-01 1.8527508e-03 3.9040464e-01
 2.1731853e-04 9.9917638e-01 9.7986990e-01 2.3842645e-01 6.0847998e-03
 9.9644673e-01 9.5056713e-01 5.6920737e-02 4.3310469e-01 1.3619661e-03
 8.3278525e-01 6.5678358e-03 2.5726557e-01 1.0873377e-03 8.3324897e-01
 9.9376905e-01 9.8446959e-01 9.9204278e-01 2.8377444e-02 9.4929451e-01]"
stealing,"[1.26655996e-02 1.93704665e-02 9.73729968e-01 7.09876418e-03
 5.80612421e-01 4.95898724e-03 9.98888254e-01 7.90007472e-01
 1.09273255e-01 7.62715936e-03 9.80752409e-01 9.29923892e-01
 3.58168185e-02 1.84487581e-01 3.01826000e-03 6.70271695e-01
 8.40961933e-04 4.11150277e-01 3.86953354e-04 7.03492999e-01
 9.96662438e-01 8.94807577e-01 9.98844981e-01 6.58260882e-02
 9.89296317e-01]"
constantly,"[4.6011806e-04 2.5328696e-03 9.9748003e-01 7.8815222e-04 5.1489019e-01
 3.0025840e-04 9.9558580e-01 8.9288408e-01 4.3371081e-02 9.1694593e-03
 9.8184884e-01 9.4828701e-01 3.6917627e-03 3.8310319e-01 1.4570057e-03
 8.7884659e-01 7.5214505e-03 5.7645625e-01 1.2668967e-04 7.3536474e-01
 9.8741710e-01 9.9978065e-01 9.9885762e-01 2.7002126e-02 9.9879193e-01]"
corbyn,"[2.6345253e-05 1.6389400e-02 9.9016869e-01 4.6253204e-05 1.5327466e-01
 3.0219555e-05 9.9650383e-01 9.3490368e-01 6.6577345e-02 6.1755776e-03
 9.3611211e-01 9.2689079e-01 4.4759512e-03 8.2291770e-01 8.7589025e-05
 7.4371129e-01 1.4546514e-04 4.3536246e-01 5.0157309e-05 9.7132087e-01
 9.6460187e-01 9.9964613e-01 9.8941380e-01 2.2681147e-02 9.9118692e-01]"
retire,"[3.3941865e-04 1.7401904e-02 9.7154152e-01 9.2327595e-05 5.6945789e-01
 2.1719933e-04 9.9514663e-01 9.7578621e-01 2.5461435e-02 3.2756329e-03
 9.5494026e-01 9.4957078e-01 1.1022091e-02 4.7538394e-01 1.5965104e-04
 6.6397715e-01 6.1556697e-04 4.9356046e-01 7.8946352e-05 8.1361073e-01
 9.8442280e-01 9.9860549e-01 9.9930036e-01 9.6085280e-02 9.9592412e-01]"
singing,"[1.8817186e-04 1.0851681e-02 9.9381858e-01 1.4564395e-04 9.5738786e-01
 5.3763390e-05 9.9292421e-01 9.8903805e-01 5.8410585e-02 2.2862256e-03
 9.9022520e-01 9.7876102e-01 1.0468781e-02 3.2917392e-01 1.8699467e-03
 5.8740020e-01 1.8078089e-04 8.3572924e-01 8.0496073e-05 9.1999286e-01
 9.9719208e-01 9.9728817e-01 9.9891555e-01 1.5142441e-02 9.9535239e-01]"
spirit,"[5.9027374e-03 5.4289311e-02 9.5512474e-01 5.3301454e-03 1.5708035e-01
 6.0775876e-04 9.9872839e-01 8.4489548e-01 3.9439946e-02 1.6474724e-02
 9.8609638e-01 9.5535028e-01 1.6684949e-02 9.9187911e-02 3.2329857e-03
 5.7888234e-01 5.3724647e-03 2.2513640e-01 5.8490038e-04 5.1727670e-01
 9.9239260e-01 9.6395993e-01 9.9275029e-01 1.3424426e-02 9.6313685e-01]"
blonde,"[5.5640936e-04 1.2378335e-02 9.0641284e-01 1.0972619e-03 3.6546952e-01
 3.1468272e-04 9.9243879e-01 4.8347840e-01 2.6122749e-02 2.8958917e-04
 9.8802954e-01 9.6855676e-01 4.5800209e-03 5.5367672e-01 1.9067526e-04
 9.2402351e-01 2.4921000e-03 1.7368999e-01 2.4914742e-05 7.3488021e-01
 9.9767435e-01 9.8903835e-01 9.9943602e-01 3.6223382e-02 9.8680711e-01]"
twenty,"[4.35858965e-04 1.13450289e-02 3.96569282e-01 1.20937824e-04
 7.78338134e-01 1.80810690e-04 9.79738355e-01 8.07900369e-01
 3.62612605e-02 5.09023666e-04 9.91069615e-01 9.88437533e-01
 1.98778510e-03 5.48714340e-01 3.18592787e-03 9.49227154e-01
 3.90779972e-03 4.97669816e-01 9.47117805e-05 4.71719027e-01
 9.73975956e-01 9.88708496e-01 9.92854357e-01 7.55746961e-02
 9.90393937e-01]"
cells,"[4.6426058e-04 1.1863464e-01 8.8936937e-01 2.8169155e-04 6.2295097e-01
 3.2837987e-03 9.9074781e-01 7.8985965e-01 8.1802607e-03 1.0809600e-03
 9.9350929e-01 9.8343432e-01 1.4723390e-02 5.7830495e-01 1.8975139e-03
 9.4532228e-01 1.9222498e-03 3.6675954e-01 1.2546778e-05 3.0283803e-01
 9.9610543e-01 9.9101782e-01 9.9952662e-01 6.3445896e-02 9.7983307e-01]"
bitchhh,"[2.2193789e-04 3.2397419e-02 9.9906409e-01 3.8309693e-03 3.4504271e-01
 1.2573600e-04 9.9888277e-01 9.2971504e-01 7.7078968e-02 4.3917179e-02
 9.9859965e-01 9.6534675e-01 3.1116694e-02 7.1325374e-01 1.4461279e-03
 7.8957248e-01 1.9729435e-03 3.7428808e-01 5.5640936e-05 7.7383256e-01
 9.6883094e-01 9.8964757e-01 9.9979919e-01 8.7908864e-02 9.7029924e-01]"
recovering,"[4.1570961e-03 6.1997771e-04 9.9401355e-01 1.3802350e-03 2.5934058e-01
 6.6816807e-05 9.9584627e-01 9.8347819e-01 1.8155476e-01 5.2253902e-03
 9.6234053e-01 9.2359161e-01 2.0144075e-02 5.0060415e-01 9.6046925e-04
 8.2323271e-01 4.6440959e-04 2.4712235e-01 7.6541305e-04 9.7786438e-01
 9.9691403e-01 9.9375498e-01 9.9935758e-01 2.9107541e-02 9.9818325e-01]"
fast,"[1.5433133e-03 7.0631504e-04 9.6127307e-01 3.9488077e-04 8.4378767e-01
 7.2151423e-05 9.9275410e-01 9.8876238e-01 5.5413693e-02 6.3086152e-03
 9.7438741e-01 9.8626864e-01 7.2244406e-03 4.2436248e-01 1.2426078e-03
 9.0384948e-01 2.9875636e-03 3.4118044e-01 4.6455860e-04 9.4821745e-01
 9.9898565e-01 9.9790245e-01 9.9479163e-01 1.2428433e-02 9.9620759e-01]"
wearing,"[7.1793795e-05 2.5286359e-01 9.2999148e-01 6.4173341e-04 3.2684237e-01
 1.3166666e-04 9.7958040e-01 8.5266900e-01 4.4762194e-03 3.1960011e-04
 9.8857272e-01 9.8052603e-01 2.0071566e-03 7.8199267e-02 1.2951195e-03
 7.1087348e-01 6.2137842e-03 7.1530503e-01 1.9013882e-05 2.3917204e-01
 9.8389471e-01 9.9974370e-01 9.9706185e-01 2.7313411e-02 9.3477672e-01]"
